,Unnamed: 0,rgi_id,rgi_region,rgi_subregion,name,cenlon,cenlat,rgi_area_km2,glacier_type,terminus_type,status,dem_source,n_orig_centerlines,error_task,error_msg,dem_mean_elev,dem_med_elev,dem_min_elev,dem_max_elev,dem_max_elev_on_ext,dem_min_elev_on_ext,dem_perc_area_above_max_elev_on_ext,n_centerlines,longuest_centerline_km,lake_type,calving_front_width,length_to_LGM,region,debris,debris_jb
321,321,RGI60-15.03504,15,15-Feb,,86.59458374,27.73977645,3.327,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,5290.266113,5271,4979,5808,5808,4979,0,5,3.64803398,0,,,everest,,1
322,322,RGI60-15.10190,15,15-Feb,Cn5O194B004,86.672,28.151,3.324,Ice cap,Land-terminating,Glacier or ice cap,SRTM,1,,,6404.869141,6345.5,5903,7182,7182,5903,0,1,3.382237949,0,,,everest,,0
323,323,RGI60-15.10273,15,15-Jan,Cn5O195A0026,85.445,28.651,3.314,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,6066.983398,6099,5364,6696,6696,5364,0,4,4.220722364,1,300,700,poiqu,,1
324,324,RGI60-15.10761,15,15-Feb,Cn5O212A0272,90.477,28.169,3.299,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,6103.04248,6134,5576,6595,6595,5576,0,4,3.854356923,0,,,bhutan,,0
325,325,RGI60-15.10188,15,15-Feb,Cn5O194B0017,86.668,28.184,3.293,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,6277.434082,6306,5845,6654,6654,5845,0,3,4.5483031,0,,,everest,,0
326,326,RGI60-15.09804,15,15-Feb,Cn5O193A012,87.005,28.069,3.285,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,6259.95752,6282,5953,6616,6616,5953,0,4,2.767495742,0,,,everest,,0
327,327,RGI60-15.05727,15,15-Jan,,82.61515479,29.43665073,3.273,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,5062.454102,4961,4580,5920,5920,4580,0,5,6.01336825,0,,,central_west_one,,1
328,328,RGI60-15.10651,15,15-Feb,Cn5O198E0098,87.765,27.865,3.221,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,5811.55127,5847,5278,6314,6314,5278,0,2,3.976572219,0,,,sikkim,,0
329,329,RGI60-15.04609,15,15-Jan,,84.51200867,28.69145393,3.21,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,5187.914063,5046,4076,6459,6459,4076,0,2,7.124863992,0,,,,,
330,330,RGI60-15.10710,15,15-Feb,Cn5O212A0322 Baqude Glacier,90.327,28.239,3.198,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,6231.88623,6211,5671,6791,6791,5671,0,3,5.833991483,0,,,bhutan,,0
331,331,RGI60-15.10713,15,15-Feb,Cn5O212A0313 Gegu Glacier,90.341,28.219,3.195,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,6329.254395,6307,5796,6866,6866,5796,0,2,3.821549565,,,,bhutan,,0
332,332,RGI60-15.10597,15,15-Feb,Cn5O198E012,87.604,27.824,3.174,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,5358.415039,5364,5075,5619,5619,5075,0,4,2.653155554,0,,,sikkim,,0
333,333,RGI60-15.10288,15,15-Jan,Cn5O195A001,85.602,28.5,3.167,Ice cap,Land-terminating,Glacier or ice cap,SRTM,1,,,6027.080078,5945,5472,6647,6633,5472,0.016681561,1,3.353380951,0,,,poiqu,,0
334,334,RGI60-15.02879,15,15-Feb,,87.96713061,27.82261349,3.167,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,5549.649902,5566,4925,6162,6162,4925,0,5,3.154733332,0,,,sikkim,,0
335,335,RGI60-15.10314,15,15-Feb,Cn5O197B0199 Jincuo Glacier,87.614,28.194,3.134,Ice cap,Land-terminating,Glacier or ice cap,SRTM,1,,,6180.606934,6236,5404,6709,6707,5404,0.000148456,1,4.020550791,1,,,,,
336,336,RGI60-15.04173,15,15-Jan,,85.53731134,28.28867066,3.134,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,5229.978027,5311,4224,5846,5846,4224,0,4,4.128987299,0,,,poiqu,,1
337,337,RGI60-15.03975,15,15-Jan,,84.99775981,28.402076,3.127,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,5460.438965,5548,4575,6139,6139,4575,0,3,3.250930158,0,,,,,
338,338,RGI60-15.04061,15,15-Jan,,85.05897271,28.56860067,3.115,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,5646.67627,5787,4702,6198,6196,4702,0.001052948,2,4.629917457,0,,,,,
339,339,RGI60-15.05586,15,15-Jan,,82.71804114,29.30300949,3.102,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,5382.824219,5364,4948,6091,6091,4948,0,3,3.265001584,1,200,400,central_west_one,,0
340,340,RGI60-15.04675,15,15-Jan,,84.12515356,28.92401817,3.102,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,6064.75293,6103,5395,6414,6414,5395,0,4,4.185226981,0,,,,,
341,341,RGI60-15.10715,15,15-Feb,Cn5O212A0312,90.346,28.204,3.095,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,6408.904297,6382,5695,6943,6939,5695,0.00120919,2,3.632747617,0,,,bhutan,,0
342,342,RGI60-15.10248,15,15-Feb,Cn5O194D0009,86.456,28.364,3.084,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,6000.762695,5980,5631,6426,6426,5631,0,2,4.822311109,0,,,poiqu,,0
343,343,RGI60-15.02844,15,15-Feb,,88.09539795,27.64774323,3.083,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,5965.935059,5772,5136,7128,7128,5136,0,4,4.729888886,0,,,sikkim,,0
344,344,RGI60-15.04674,15,15-Jan,,84.10654175,28.91615433,3.081,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,6012.245605,6034.5,5414,6364,6364,5414,0,4,3.716325394,0,,,,,
345,345,RGI60-15.04692,15,15-Jan,,84.14585755,28.86666887,3.059,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,5893.385742,5872,5479,6497,6497,5479,0,5,4.038776188,0,,,,,
346,346,RGI60-15.03704,15,15-Feb,,87.84522198,27.89894922,3.058,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,5309.217773,5177,4865,6108,6093,4865,0.002837091,5,6.531677775,0,,,sikkim,1,1
347,347,RGI60-15.04732,15,15-Jan,,84.00600431,28.81141306,3.055,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,5896.73291,5950,5308,6379,6379,5308,0,5,4.246804758,0,,,,,
348,348,RGI60-15.04691,15,15-Jan,,84.13017273,28.87598229,3.046,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,5813.100098,5767,5470,6370,6370,5470,0,3,3.681438093,0,,,,,
349,349,RGI60-15.03520,15,15-Feb,,86.58361959,27.79664413,3.041,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,5834.319824,5735.5,5128,6627,6623,5128,0.000920528,3,3.485001584,0,,,everest,,0
350,350,RGI60-15.05129,15,15-Jan,,84.52604713,28.58435343,3.037,Glacier,Land-terminating,Glacier or ice cap,SRTM,1,,,5209.047852,5359,3981,5955,5955,3981,0,1,4.284171424,0,,,,,
351,351,RGI60-15.09582,15,15-Feb,Cn5O191D0014 Chaxiequdeng Glacier,86.198,28.316,3.035,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,5946.902832,5894,5458,6567,6567,5458,0,2,3.474325394,0,,,poiqu,,0
352,352,RGI60-15.09740,15,15-Feb,Cn5O192E0059,86.319,27.959,3.022,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,5705.62793,5575,4975,7042,7042,4975,0,2,3.98852222,0,,,everest,,1
353,353,RGI60-15.09419,15,15-Jan,Cn5O186C0097,85.558,28.352,3.01,Glacier,Land-terminating,Glacier or ice cap,SRTM,1,,,5470.912598,5451,4795,6148,6137,4795,0.001727658,1,2.425606348,0,,,poiqu,,0
354,354,RGI60-15.02762,15,15-Feb,,88.0452102,27.62852186,3.007,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,5452.79541,5447,5042,5830,5830,5042,0,3,3.298704761,0,,,sikkim,,0
355,355,RGI60-15.10818,15,15-Feb,Cn5O212A0238,90.557,28.254,3.002,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,5932.510254,5876,5494,6632,6632,5494,0,2,4.006099997,0,,,bhutan,,0
356,356,RGI60-15.09508,15,15-Feb,Cn5O191C0008 Reqiang Glacier,85.829,28.362,3.002,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,6080.567871,5773,5292,7624,7624,5292,0,3,4.255649204,1,390,4800,poiqu,,1
357,357,RGI60-13.26239,13,13-Aug,Cn5O240A0011 Zeng Glacier,90.255,28.192,86.342,Glacier,Land-terminating,Glacier or ice cap,SRTM,11,,,6219.478027,6358,5309,7013,7013,5309,0,11,20.13289501,0,,,bhutan,,0
358,358,RGI60-13.26415,13,13-Aug,Cn5O251B0048 Shimo Glacier,90.039,28.192,30.51,Glacier,Land-terminating,Glacier or ice cap,SRTM,7,,,5883.765137,5894,5180,6858,6858,5180,0,7,14.62408888,1,610,2100,bhutan,,0
359,359,RGI60-13.26929,13,13-Aug,Cn5O258A0014 Asejiaguo Glacier,82.215,30.085,28.298,Glacier,Land-terminating,Glacier or ice cap,SRTM,10,,,5598.08252,5582,4900,6622,6622,4900,0,10,12.97233571,1,770,3000,central_west_one,,0
360,360,RGI60-13.26974,13,13-Aug,Cn5O258B0005 Jiemayangzong Glacier,82.163,30.214,20.736,Glacier,Land-terminating,Glacier or ice cap,SRTM,9,,,5647.299316,5655,5080,6305,6305,5080,0,9,11.43747575,1,590,2900,central_west_one,,0
361,361,RGI60-13.26437,13,13-Aug,Cn5O251B0044 Shie Glacier,90.107,28.18,19.653,Glacier,Land-terminating,Glacier or ice cap,SRTM,8,,,5916.695801,5795,5190,6938,6890,5190,0.003676778,8,9.643534265,1,410,5400,bhutan,,0
362,362,RGI60-13.26237,13,13-Aug,Cn5O240A0012,90.178,28.208,18.515,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,6249.768555,6219,5514,7031,7010,5514,0.003110289,3,8.753624817,1,300,2800,bhutan,,0
363,363,RGI60-13.26642,13,13-Aug,Cn5O256C0032,84.463,28.784,17.884,Glacier,Land-terminating,Glacier or ice cap,SRTM,8,,,6150.189453,6133,5494,6916,6916,5494,0,8,9.263229432,0,,,,,
364,364,RGI60-13.26928,13,13-Aug,Cn5O258A002,82.213,30.171,17.269,Glacier,Land-terminating,Glacier or ice cap,SRTM,6,,,5787.141113,5810,5217,6480,6480,5217,0,6,8.436037657,0,,,central_west_one,,0
365,365,RGI60-13.26439,13,13-Aug,Cn5O251B0044 Shie Glacier,90.138,28.21,16.338,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,5712.885742,5689,5129,6476,6476,5129,0,3,6.369649922,1,580,4200,bhutan,,0
366,366,RGI60-13.26404,13,13-Aug,Cn5O251B0049,90.001,28.216,14.256,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,5784.068848,5806,5083,6857,6857,5083,0,2,12.27475844,0,,,bhutan,,0
367,367,RGI60-13.26387,13,13-Aug,Cn5O251B0058 Gabu Glacier,89.911,28.198,12.711,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,5798.550293,5764.5,4960,7081,7081,4960,0,4,9.2303005,1,400,2300,bhutan,,0
368,368,RGI60-13.26967,13,13-Aug,Cn5O258B0008,82.128,30.241,12.695,Glacier,Land-terminating,Glacier or ice cap,SRTM,8,,,5640.916504,5642,5234,6161,6158,5234,9.47E-05,8,6.2553005,0,,,central_west_one,,0
369,369,RGI60-13.26949,13,13-Aug,Cn5O258A0007 Asejia Glacier,82.312,30.056,12.52,Glacier,Land-terminating,Glacier or ice cap,SRTM,6,,,5431.766113,5415,4854,6089,6089,4854,0,6,7.292260095,0,,,central_west_one,,0
370,370,RGI60-13.26588,13,13-Aug,Cn5O256C0101,84.288,28.9,11.583,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,6043.973145,5995,5466,6790,6790,5466,0,2,6.171328712,0,,,,,
371,371,RGI60-13.26590,13,13-Aug,Cn5O256C0098,84.32,28.879,10.513,Glacier,Land-terminating,Glacier or ice cap,SRTM,6,,,5964.37207,5905,5465,6728,6728,5465,0,6,7.878826186,0,,,,,
372,372,RGI60-13.26247,13,13-Aug,Cn5O240A001,90.302,28.215,10.311,Ice cap,Land-terminating,Glacier or ice cap,SRTM,1,,,6355.816895,6368,5612,6858,6858,5612,0,1,6.113722364,0,,,bhutan,,0
373,373,RGI60-13.26583,13,13-Aug,Cn5O256C0104,84.236,28.912,9.729,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,5981.962891,5994,5502,6806,6805,5502,0.00010321,2,8.31301587,0,,,,,
374,374,RGI60-13.26969,13,13-Aug,Cn5O258B0019,82.132,30.326,9.081,Glacier,Land-terminating,Glacier or ice cap,SRTM,8,,,5827.519043,5842,5337,6454,6454,5337,0,8,5.423552883,0,,,central_west_one,,0
375,375,RGI60-13.26927,13,13-Aug,Cn5O258A002,82.208,30.199,7.991,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,5905.774414,5933,5402,6400,6392,5402,0.000442625,5,5.547350647,0,,,central_west_one,,0
376,376,RGI60-13.26968,13,13-Aug,Cn5O258B001,82.13,30.281,7.795,Glacier,Land-terminating,Glacier or ice cap,SRTM,6,,,5772.123535,5791,5397,6151,6148,5397,0.000447577,6,6.030731599,0,,,central_west_one,,0
377,377,RGI60-13.26395,13,13-Aug,Cn5O251B0052,89.972,28.213,7.763,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,6107.626465,6088,5368,7104,7098,5368,0.00045045,2,7.768082246,0,,,bhutan,,0
378,378,RGI60-13.26611,13,13-Aug,Cn5O256C0046,84.415,28.867,7.564,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,6108.014648,6095,5478,6759,6759,5478,0,5,6.604816952,0,,,,,
379,379,RGI60-13.04767,13,13-Aug,,84.33099885,28.85626499,7.333,Glacier,Land-terminating,Glacier or ice cap,SRTM,6,,,5865.528809,5855,5439,6628,6628,5439,0,6,6.457755985,0,,,,,
380,380,RGI60-13.26904,13,13-Aug,Cn5O257D0005,82.9,29.719,7.235,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,5735.060059,5695,5321,6260,6249,5321,0.001464624,5,7.528194944,0,,,central_west_one,,0
381,381,RGI60-13.26906,13,13-Aug,Cn5O257D,82.927,29.719,6.528,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,5788.427734,5749,5365,6473,6473,5365,0,4,6.293064643,0,,,central_west_one,,0
382,382,RGI60-13.26446,13,13-Aug,Cn5O251C0008,89.718,28.183,6.356,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,5349.850098,5364,4932,5671,5626,4932,0.011953144,5,4.10391919,0,,,bhutan,,0
383,383,RGI60-13.26941,13,13-Aug,Cn5O258A001,82.266,30.076,6.037,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,5467.429199,5462,5042,6075,6075,5042,0,2,4.131658439,0,,,central_west_one,,0
384,384,RGI60-13.26954,13,13-Aug,Cn5O258A0005,82.357,30.034,5.297,Glacier,Land-terminating,Glacier or ice cap,SRTM,6,,,5416.956055,5437,4946,5886,5886,4946,0,6,5.578650788,0,,,central_west_one,,0
385,385,RGI60-13.26931,13,13-Aug,Cn5O258A002,82.218,30.141,5.295,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,5965.912109,5866.5,5389,6622,6622,5389,0,3,5.742173157,0,,,central_west_one,,0
386,386,RGI60-13.26584,13,13-Aug,Cn5O256C01,84.25,28.913,4.193,Ice cap,Land-terminating,Glacier or ice cap,SRTM,1,,,6115.453125,6055,5598,6875,6875,5598,0,1,5.125231165,0,,,,,
387,387,RGI60-13.26592,13,13-Aug,Cn5O256C0097,84.356,28.873,4.143,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,6151.032715,6189,5509,6931,6931,5509,0,3,4.980232032,0,,,,,
388,388,RGI60-13.26243,13,13-Aug,Cn5O240A0006 Zhenxieli Glacier,90.293,28.242,4.134,Glacier,Land-terminating,Glacier or ice cap,SRTM,5,,,6231.853516,6218,5791,6786,6786,5791,0,5,4.22729004,0,,,bhutan,,0
389,389,RGI60-13.26604,13,13-Aug,Cn5O256C0049,84.394,28.878,3.993,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,6231.806641,6171,5863,6956,6950,5863,0.001119038,3,5.237994801,0,,,,,
390,390,RGI60-13.26926,13,13-Aug,Cn5O257E0001,82.705,29.872,3.826,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,5970.730957,5968,5270,6620,6568,5270,0.010688141,3,4.72064242,0,,,central_west_one,,0
391,391,RGI60-13.26666,13,13-Aug,Cn5O256C0017,84.529,28.891,3.735,Glacier,Land-terminating,Glacier or ice cap,SRTM,4,,,5946.32959,5943,5568,6294,6294,5568,0,4,4.679878785,1,150,1600,,,
392,392,RGI60-13.26245,13,13-Aug,Cn5O240A0005,90.299,28.257,3.717,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,6166.860352,6140,5843,6639,6638,5843,0.000138064,2,4.2493031,1,270,850,bhutan,,0
393,393,RGI60-13.26909,13,13-Aug,Cn5O257D0001,82.956,29.705,3.565,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,5696.141113,5659,5391,6238,6238,5391,0,3,5.450487225,1,360,2300,central_west_one,,0
394,394,RGI60-13.26384,13,13-Aug,Cn5O251B0061,89.812,28.25,3.332,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,5712.84668,5701,5416,6212,6212,5416,0,2,3.723291773,0,,,bhutan,,0
395,395,RGI60-13.26246,13,13-Aug,Cn5O240A0009,90.299,28.228,3.302,Ice cap,Land-terminating,Glacier or ice cap,SRTM,1,,,6392.646973,6405,5841,6805,6805,5841,0,1,4.603830012,0,,,bhutan,,0
396,396,RGI60-13.26898,13,13-Aug,Cn5O257D0021,82.729,29.87,3.165,Glacier,Land-terminating,Glacier or ice cap,SRTM,3,,,5989.154297,5904,5675,6566,6537,5675,0.007631347,3,4.670790473,1,280,600,central_west_one,,0
397,397,RGI60-13.26394,13,13-Aug,Cn5O251B005,89.953,28.212,3.077,Glacier,Land-terminating,Glacier or ice cap,SRTM,2,,,6113.164551,6125,5588,6705,6705,5588,0,2,4.895212696,0,,,bhutan,,0
